全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
416,臨床医学総論,48,第34回,問題46,2 診察法,E. 聴診,原因療法として正しいのはどれか。,1. 脚気に対するビタミンB1投与,2. 百日咳に対する鎮咳薬投与,3. 市中肺炎に対する解熱薬投与,4. 橈骨遠位端骨折に対する鎮痛薬投与,1,"原因療法とは、病気の根本的な原因（細菌、ウイルス、腫瘍など）を除去し、根治を目指す治療法である。一方、対症療法は発熱、痛み、咳など表面的な症状を和らげ、患者の苦痛を取り除き、QOL維持を目指す治療法となる。脚気は、白米、パンなど炭水化物中心の食事の偏りによりビタミンBが慢性的に不足することで起こる。百日咳は、細菌感染により発症することから抗菌薬（マクロライド系）が投与される。市中肺炎は、肺炎球菌、マイコプラズマ、クラミジア、レジオネラ・ニューモフィラなどの起炎菌が考えられることから、抗菌薬の投与となる。橈骨遠位端骨折は、骨折の原因となる外力や骨粗鬆症など骨密度の低下が起因となることから、カルシウム・ビタミンDの摂取、運動などとなる。"
417,臨床医学総論,49,第28回,問題53,2 診察法,F. 触診,腹部触診について正しいのはどれか。,1. 聴診より先に行う。,2. 最初は柔らかく触れる。,3. 疼痛部位を最初に触れる。,4. 体位変換は必要ない。,2,"腹部の触診は、一般的に視診・聴診・打診・触診の順に行われる。聴診より先に触診を行ったり、痛む部位を最初に触ると腹部の緊張が強くなり、その後の診察に支障をきたす。触診では、最初は手掌に力を入れずに軽く行い、次にやや指先に力を入れて探るようにして進める。また、通常は仰臥位で膝を立てた状態で行うが、立位や半坐位、側臥位など、体位を適宜変換させて行う。"
418,臨床医学総論,50,第25回,問題46,2 診察法,G. 身体計測,四肢の周径の計測で誤っているのはどれか。,1. 上腕周径は上腕二頭筋筋腹最大径で測る。,2. 前腕周径は前腕部最大径で測る。,3. 大腿周径は大腿部最大径で測る。,4. 下腿周径は下腿部最大径で測る。,3,"3：大腿周径は、大腿部最大径で測るのは誤りである。外側膝関節裂隙より成人で10cm、小児では5cm上方で測定する。"
419,臨床医学総論,51,第33回,問題41,2 診察法,G. 身体計測,身体計測について正しいのはどれか。,1. 上腕周径は肘関節屈曲位で測る。,2. 前腕周径は最大膨隆部で測る。,3. 大腿周径は膝関節屈曲位で測る。,4. 下腿周径は腓骨頭の高さで測る。,2,"四肢長の計測として、1は肘関節伸展位、2は前腕最大膨隆部、3は股関節・膝関節伸展位、4は下腿最大周径部で測定する。"
420,臨床医学総論,52,第31回,問題45,2 診察法,H. バイタルサイン (生命徴候),熱型と感染症の組合せで正しいのはどれか。,1. 稽留熱 ── マラリア,2. 弛張熱 ── 敗血症,3. 周期熱 ── ホジキンリンパ腫,4. 波状熱 ── 髄膜炎,2,"1：稽留熱は、発熱が持続しているが、日内変動が1℃以内で腸チフス、肺炎、髄膜炎などでみられる。2：弛張熱は、発熱が持続し、日内変動が1℃以上で敗血症、肝膿瘍、膠原病などでみられる。3：周期熱は、高熱期と無熱期が周期的に繰り返し、マラリアが代表的である。4：波状熱は有熱期と無熱期が不規則に繰り返し、ホジキンリンパ腫などでみられる。"
421,臨床医学総論,53,第25回,問題50,2 診察法,H. バイタルサイン (生命徴候),脈拍について正しいのはどれか。,1. 鉄欠乏性貧血では徐脈を呈する。,2. うっ血性心不全では頻脈を呈する。,3. 甲状腺機能低下症では頻脈を呈する。,4. 出血性ショックでは徐脈を呈する。,2,"2：うっ血性心不全では1回心拍出量が低下することから、それを補うためにカテコールアミンの分泌亢進などが起こり、頻脈となる。1：鉄欠乏性貧血ではヘモグロビンによる酸素運搬能力が低下することから、頻脈となる。3：甲状腺機能低下症では甲状腺ホルモン欠乏による徐脈、4：出血性ショックでは、循環血液量が減少することによる1回心拍出量低下を補うために頻脈となる。"
422,臨床医学総論,54,第28回,問題52,2 診察法,H. バイタルサイン (生命徴候),脈拍について正しいのはどれか。,1. 貧血では頻脈を呈する。,2. 頭蓋内圧亢進時は頻脈を呈する。,3. 甲状腺機能亢進症では徐脈を呈する。,4. うっ血性心不全では徐脈を呈する。,1,"2：頭蓋内圧亢進時は徐脈と血圧の増大が見られる。4：うっ血性心不全では、心臓から血液を排出する能力が落ちて血液量の減少が見られるため、脈拍数は増加することが多い。"
423,臨床医学総論,55,第33回,問題42,2 診察法,H. バイタルサイン (生命徴候),脈拍について正しいのはどれか。,1. 貧血では徐脈になる。,2. 脳圧亢進では徐脈になる。,3. パーキンソン病では頻脈になる。,4. 甲状腺機能低下症では頻脈になる。,2,"3は、自律神経症状として、徐脈、起立性低血圧などが生じる。"
424,臨床医学総論,56,第29回,問題46,2 診察法,H. バイタルサイン (生命徴候),血圧について正しいのはどれか。,1. 心臓の拡張期に最高となる。,2. 脈圧は収縮期血圧と拡張期血圧の差である。,3. 触診法で拡張期血圧が測定できる。,4. 圧迫帯は肘関節に巻く。,2,"1：血圧は心臓の収縮期で最高となり、拡張期で最低となる。2：脈圧は最高血圧（収縮期）と最低血圧（拡張期）の差である。3：触診法では収縮期血圧が測定できる。4：圧迫帯は上腕に巻く。"
425,臨床医学総論,57,第26回,問題45,2 診察法,I. 神経系の検査,脊髄分節と体表感覚の組合せで正しいのはどれか。,1. 第4頸神経 ── 後頭部,2. 第4胸神経 ── 肩甲骨下角,3. 第4腰神経 ── 下腿外側,4. 第4仙骨神経 ── 肛門周囲,4,"4：肛門周囲は第4仙骨神経なので、正しい。1：後頭部は第2頸神経、2：肩甲骨下角は第6あるいは第7胸神経、3：下腿外側は第5腰神経である。"
426,臨床医学総論,58,第31回,問題41,2 診察法,I. 神経系の検査,デルマトームにおいて母指の分節はどれか。,1. C2,2. C4,3. C6,4. C8,3,"各選択肢の皮膚分節について、1：C2は後頭部、2：C4は肩、3：C6は前腕橈側〜母指、4：C8は環指、小指となる。"
427,臨床医学総論,59,第25回,問題51,2 診察法,I. 神経系の検査,深部反射はどれか。,1. 角膜反射,2. 足底反射,3. 腹壁反射,4. 下顎反射,4,"反射は皮膚・筋肉・腱などに与えられた刺激に対し、無意識に起きる不随意反応である。1：角膜反射、2：足底反射、3：腹壁反射はいずれも表在反射である。4：下顎反射は深部反射の一つであり、口を軽く開けさせて、オトガイ部に検者の母指を当て、ハンマーで母指を叩くと口を閉じようとする反射である。"
428,臨床医学総論,60,第31回,問題42,2 診察法,I. 神経系の検査,涙腺と唾液腺を支配しているのはどれか。,1. 三叉神経,2. 顔面神経,3. 舌咽神経,4. 舌下神経,2,"脳神経は左右12対から成り立ち、この中で涙腺、唾液腺に至る分泌繊維（副交感神経繊維）を含んで支配するのは2：顔面神経（Ⅶ）である。"
429,臨床医学総論,61,第33回,問題47,2 診察法,I. 神経系の検査,麻痺神経で、障害されると僧帽筋の筋力低下を示すのはどれか。,1. 三叉神経,2. 顔面神経,3. 迷走神経,4. 副神経,4,"1は咀嚼筋、2は、顔面表情筋ならびに涙腺・唾液腺（問題428を参照）、3は、口蓋・咽頭機能、4は、僧帽筋（上部）と胸鎖乳突筋を支配する。"
430,臨床医学総論,62,第30回,問題40,2 診察法,I. 神経系の検査,対光反射の遠心路はどれか。,1. 動眼神経,2. 三叉神経,3. 外転神経,4. 顔面神経,1,"対光反射は眼球に光を入れたら縮瞳が起こる反射で、反射弓は、受容器が網膜の視細胞、視神経が求心路、中枢である中脳の視蓋前域、動眼神経副核であるEdinger-Westphal（エディンガー・ウェストファル）核を介して、遠心路は1：動眼神経副交感神経繊維、効果器は瞳孔括約筋である。"
431,臨床医学総論,63,第29回,問題41,2 診察法,I. 神経系の検査,上肢の病的反射はどれか。,1. バビンスキー反射,2. チャドック反射,3. トレムナー反射,4. ゴードン反射,3,"病的反射とは、錐体路障害により健常者にはみられない反射が出現することである。上肢の病的反射としては、3：トレムナー反射（中指末節を検者の指で掌側からはじくように叩き、全指ごとに母指が屈曲する）となる。1：バビンスキー反射、2：チャドック反射、4：ゴードン反射はいずれも下肢の病的反射である。"
432,臨床医学総論,64,第27回,問題46,2 診察法,I. 神経系の検査,バレー徴候で患側上肢にみられる陽性所見はどれか。,1. 外旋する。,2. 下降する。,3. 振戦が出現する。,4. しびれを自覚する。,2,"バレー徴候は、手掌を上に向けた状態で上肢を90度屈曲位にし、30秒程度保持する検査である。一側上肢が内旋、下降すれば陽性所見とする。陽性では、錐体路障害による患側上肢の筋力低下を疑う。3：振戦は錐体外路障害でみられる所見である。"
433,臨床医学総論,65,第29回,問題40,2 診察法,I. 神経系の検査,次の文で示す意識障害はどれか。「大声で呼びかけると目が覚めるが、すぐに眠ってしまう。」,1. 昏眠,2. 半昏睡,3. 昏睡,4. 傾眠,4,"問題435を参照。"
434,臨床医学総論,66,第30回,問題46,2 診察法,I. 神経系の検査,意識障害で最も重いのはどれか。,1. 昏眠,2. 半昏睡,3. 昏睡,4. 傾眠,3,"問題435を参照。"
435,臨床医学総論,67,第32回,問題45,2 診察法,I. 神経系の検査,意識障害で、周囲に対する認識の減退や不安・興奮状態がみられるのはどれか。,1. 傾眠,2. 昏迷,3. せん妄,4. 無言状態,3,"意識障害は、刺激や呼び掛けに無反応である意識混濁と幻覚や錯乱などの症状がみられる意識変容に分けられる。意識障害の程度としては、いかなる外的刺激にも反応しないで無動の状態をしめす昏睡、時々自動的な体動や開眼はみられるが、刺激に対する反応がない半昏睡、強い刺激でかろうじて開眼するが十分覚醒しない昏眠、放置すると眠っているが大声で呼びかけると覚醒する傾眠がある。せん妄は意識変容に分類され、脱水、感染、炎症、貧血、薬物など、身体的に負荷がかかった時に生じる意識の混乱状態である。"
436,臨床医学総論,68,第26回,問題51,2 診察法,I. 神経系の検査,髄膜刺激症状はどれか。,1. ケルニッヒ徴候,2. ロンベルグ徴候,3. ブルンジンスキー徴候,4. ガワーズ徴候,1,"髄膜刺激症状はクモ膜下出血や髄膜炎などで出現する症状を総称するもので、1：ケルニッヒ徴候のほか項部硬直、ブルンジンスキー徴候がある。2：ロンベルグ徴候は運動失調を、3：ブルンジンスキー徴候は髄膜炎を疑うものである。4：ガワーズ徴候とは登攀性起立ともいい、デュシェンヌ型筋ジストロフィーでみられるもので、膝に手をつき、自身の身体をよじ登るようにする起立をいう。"
437,臨床医学総論,69,第28回,問題46,2 診察法,I. 神経系の検査,改訂長谷川式簡易知能評価スケールの質問で、アルツハイマー病では病初期から答えられないのはどれか。,1. お歳はいくつですか。,2. 100から7を順番に引いてください。,3. これから言う3つの言葉を言ってみてください。,4. 先ほど覚えてもらった言葉をもう一度、言ってみてください。,4,"アルツハイマー病は、初期から近時記憶（数分〜数日前の記憶）に障害がみられる。4は遅延再生に当たる質問項目であり、近時記憶について確認するもので、これが正解となる。1は年齢、2は計算、3は即時再生で短期記憶を確認するものである。"
438,臨床医学総論,70,第25回,問題45,2 診察法,J. 運動機能検査,アキレス腱断裂の診察法はどれか。,1. トーマステスト,2. ラックマンテスト,3. トンプソン徴候,4. ドレーマン徴候,3,"3：トンプソン徴候は、下腿三頭筋を把握した際の足関節底屈が消失することを発現性所見とする検査で、アキレス腱断裂を示唆する。1：トーマステストは股関節屈曲拘縮、2：ラックマンテストは膝前十字靭帯に対する検査である。4：ドレーマン徴候は、股関節屈曲時に自然と外転・外旋位を取るもので、大腿骨頭すべり症で認められる。"
439,臨床医学総論,71,第25回,問題47,2 診察法,J. 運動機能検査,下肢の徒手検査法はどれか。,1. アイヒホッフテスト,2. トムゼンテスト,3. アプレイテスト,4. ライトテスト,3,"3：アプレイテストは膝半月板、内側・外側側副靭帯の損傷に対する検査である。1：アイヒホッフテストは、母指の中に入れて手を押握り、手関節を尺屈した際に手関節険側の痛みが誘発されれば陽性とする検査で、長母指外転筋腱と短母指伸筋腱が通る手関節背側第1区画の狭窄性腱鞘炎が示唆される。2：トムゼンテストは上腕骨外側上顆炎、4：ライトテストは過外転症候群で陽性となる検査である。"
440,臨床医学総論,72,第26回,問題46,2 診察法,J. 運動機能検査,膝関節の徒手検査法と疾患の組合せで正しいのはどれか。,1. マクマレーテスト ── 膝半月板損傷,2. Nテスト ── 膝後十字靭帯損傷,3. グラインディングテスト ── 膝蓋軟骨軟化症,4. 後方引き出しテスト ── 膝前十字靭帯損傷,1,"1：マクマレーテストは膝半月板の異常を確認するテストであり、正しい。2：Nテストは、前十字靭帯損傷または機能不全を含めた不安定性を確認するのに用いられる。3：グラインディングテストは膝蓋大腿関節の異常に対する検査であり、4：後方引き出しテストは膝後十字靭帯損傷に対する検査である。"
441,臨床医学総論,73,第27回,問題52,2 診察法,J. 運動機能検査,膝関節障害の徒手検査法はどれか。,1. ケンプテスト,2. ジャクソンテスト,3. パトリックテスト,4. アプレイテスト,4,"4：アプレイテストは牽引テストと圧迫テストがあるが、前者は側副靭帯の、後者は半月板の検査であり、いずれも膝関節障害に対する検査である。1：ケンプテストは腰部の神経あるいは椎間関節に対する検査であり、2：ジャクソンテストは頸部の神経根圧迫テスト、3：パトリックテストは股関節に対する検査である。"
442,臨床医学総論,74,第31回,問題47,2 診察法,J. 運動機能検査,膝関節の前十字靭帯損傷を確認する徒手検査法はどれか。,1. アプレイテスト,2. 内反ストレステスト,3. マクマレーテスト,4. ラックマンテスト,4,"膝前十字靭帯の損傷確認には、膝関節軽度屈曲位（20〜30度）で脛骨を前方に引き出すラックマンテスト（Lachman test）を用いる。"
443,臨床医学総論,75,第28回,問題51,2 診察法,J. 運動機能検査,頸椎を後屈して頭部を圧迫する理学検査はどれか。,1. アドソンテスト,2. スパーリングテスト,3. ペインフルアークサイン,4. ヤーガソンテスト,2,"1：アドソンテストは胸の華がある頭に頭部を回旋し、頭を反らせたときの患側の椎骨動脈の脈動を確認するもので、胸郭出口症候群の検査である。3：ペインフルアークサインは肩、肩峰下滑液包炎、腱板損傷などの検査、4：ヤーガソンテストは前腕回内位から検者の抵抗に逆らって回外する検査で、肩部、上腕二頭筋長頭腱炎に対する検査である。"
444,臨床医学総論,76,第29回,問題45,2 診察法,J. 運動機能検査,中殿筋機能不全を確認する徒手検査法はどれか。,1. トレンデレンブルグテスト,2. パトリックテスト,3. ブラガードテスト,4. マクマレーテスト,1,"中殿筋は、骨盤を水平位に保つ働きがあり、先天性股関節脱臼や変形性股関節症、中殿筋麻痺により機能不全が起こる。1：トレンデレンブルグテストは、患側股で片足起立をした際、中殿筋による外側からの支持が十分でないため、健側の骨盤が下がることから、中殿筋機能不全を示唆するテストである。2：パトリックテストは仙腸関節・股関節障害、3：ブラガードテストは坐骨神経痛、4：マクマレーテストは膝半月板損傷に対するテストである。"
445,臨床医学総論,77,第30回,問題42,3 臨床検査法,A. 検体検査,血中脂質で基準値を下回ると動脈硬化のリスクが高くなるのはどれか。,1. 中性脂肪,2. 総コレステロール,3. LDLコレステロール,4. HDLコレステロール,4,"動脈硬化は、血液検査において、2:総コレステロール、3:LDLコレステロールの**増加**、4:HDLコレステロールの**低下**により示唆される。1:中性脂肪は、高値で高脂血症、肥満、糖尿病を示唆し、低値で甲状腺機能亢進症や低栄養を示す。"
446,臨床医学総論,78,第34回,問題44,3 臨床検査法,A. 検体検査,血小板が増加するのはどれか。,1. 出血,2. 紫斑病,3. 急性白血病,4. 再生不良性貧血,1,"血小板は**止血作用**があり、基準値は15.8〜34.8万/μLとなる。本態性血小板血症、大量出血時では**増加**し、紫斑病、再生不良性貧血、白血病、肝硬変では**低下**する。"
447,臨床医学総論,79,第32回,問題46,3 臨床検査法,A. 検体検査,成人で1日の尿量が100mL以下の状態を示すのはどれか。,1. 尿閉,2. 稀尿,3. 乏尿,4. 無尿,4,"健常者では、1mL/体重kg/時間の尿量があり、成人では約800〜1,600mLである。一日の尿量が400mL以下を**乏尿**、100mL以下を**無尿**とよび、急性腎炎、急性・慢性腎不全、ネフローゼ症候群などでみられる。"
448,臨床医学総論,80,第34回,問題43,3 臨床検査法,A. 検体検査,尿所見と病態の組合せで正しいのはどれか。,1. 多尿 —— 前立腺肥大,2. 低比重 —— 脱水,3. 糖陽性 —— 甲状腺機能低下,4. ケトン体陽性 —— 飢餓,4,"1日尿量が**2,000mL以上を多尿**といい、糖尿病、急性・慢性腎不全でみられる。前立腺肥大では**排尿困難**となることから尿閉がみられる。健常者の比重は1.012〜1.025で見られ、これ以下を**低比重尿**といい、多量飲水、糖尿病でみられる。反対にこれ以上を**高比重尿**といい、発熱、多量発汗、脱水、糖尿病、ネフローゼ症候群でみられる。尿糖は健常者で**160〜180mg/dL**であり、糖尿病では血糖値が高値となって尿糖が陽性となる。一方、血糖値が高くないにも関わらず、**腎の糖排泄閾**が低下している場合も尿糖は陽性となる。重症胆嚢炎、脳外傷、**甲状腺機能亢進症**、**心筋梗塞**、過食などでも尿糖は陽性となるが、多くは一時的である。ケトン体は、**重症糖尿病**、**飢餓**、小児消化不良、消耗性疾患などでみられる。"
449,臨床医学総論,81,第26回,問題49,3 臨床検査法,A. 検体検査,腎機能の検査はどれか。,1. クレアチニン,2. クレアチンキナーゼ,3. アルカリフォスファターゼ,4. γ-グルタミントランスペプチダーゼ,1,"血液生化学検査における1:クレアチニンの値が腎機能の指標となる。2:クレアチンキナーゼは主として**骨格筋**に含まれる酵素で、**筋ジストロフィー**、**心筋梗塞**など筋の変性・壊死などで上昇する。3:アルカリフォスファターゼは**肝胆道疾患**、**骨疾患**の指標である。4:γ-グルタミントランスペプチダーゼ（γ-GTP）は**アルコール性肝障害**で著名に上昇する。"
450,臨床医学総論,82,第29回,問題43,3 臨床検査法,A. 検体検査,疾患と腫瘍マーカーの組合せで最も適切なのはどれか。,1. 肝臓癌 —— CA125,2. 胃癌 —— AFP,3. 前立腺癌 —— PSA,4. 卵巣癌 —— SCC抗原,3,"1：**CA125**（**Carbohydrate Antigen 125**）は、糖鎖関連腫瘍マーカーの略語で、主に婦人科系（卵巣がん、子宮頸がん）で高値を示す。2：**AFP**（**α-Fetoprotein**）は、主に消化器系（肝がん、炎症、肝硬変など）で高値を示す。3：**PSA**（**Prostate Specific Antigen**）は、前立腺特異抗原の略語で、前立腺がん、前立腺肥大症、前立腺炎で高値を示す。4：**SCC抗原**（**Squamous Cell Carcinoma antigen**）は、扁平上皮癌関連抗原の略語で、肺扁平上皮がん、食道がん、子宮頸がん、肺炎、肺結核などで高値を示す。"
451,臨床医学総論,83,第29回,問題48,3 臨床検査法,A. 検体検査,黄疸をきたす疾患はどれか。,1. 糖尿病,2. 慢性心不全,3. 脂質異常症,4. 溶血性貧血,4,"4：**溶血性貧血**では、間接ビリルビンが増加する溶血性黄疸が生じる。"
452,臨床医学総論,84,第31回,問題40,3 臨床検査法,B. 生理学的検査,心電図検査でST低下の際に疑われるのはどれか。,1. 狭心症,2. 心房細動,3. 心室粗動,4. 洞不全症候群,1,"心電図は、P波（**心房の興奮時に生じる**）、QRS波（**心室の興奮時に生じる**）、T波（**心室の興奮からの回復時に生じる**）、U波（回復の終了時に生じる）で確認される。このうち、ST波の変化は**心筋虚血**で生じることから、1：**狭心症**が一過性の心筋虚血をきたすため、心電図検査でSTの低下がみられる。"
453,臨床医学総論,85,第34回,問題48,3 臨床検査法,B. 生理学的検査,心音の増強がみられるのはどれか。,1. 僧帽弁狭窄症,2. COPD,3. 心嚢液貯留,4. 肥満,1,"心音は心臓の収縮・拡張による**心筋・弁・血流**などの変化によって生じる音である。精神的興奮、運動直後、**甲状腺機能亢進症**、**心臓弁膜症**、**不整脈**など、心機能が亢進した条件で心音は亢進し、安静、肥満、**肺気腫**、心嚢水貯留、**心筋梗塞**、心筋炎など、心筋収縮力の低下により心音は減弱する。僧帽弁狭窄症（MS）で心音が強くなるのは、狭くなった弁が血液の流れによって無理やり押し広げられた後、強い力で閉じるためである（Ⅰ音亢進）。また、狭窄による左心房圧の上昇が、僧帽弁を閉じる力をさらに増強させ、特徴的な「僧帽弁開放音」も加わって心音が強大化する。"
454,臨床医学総論,86,第29回,問題42,3 臨床検査法,B. 生理学的検査,呼吸機能検査で閉塞性換気障害を示すのはどれか。,1. 気管支喘息,2. 胸水貯留,3. 間質性肺炎,4. 肺動脈血栓塞栓症,1,"呼吸機能検査は、肺胞における空気の出入（**換気**）、肺毛細血管の血液の流れ（**血流**）、肺胞と肺毛細血管の間のガス交換（**拡散**）の機能を評価する。閉塞性換気障害（COPD）の場合、**1秒率の低下**（空気をいきおいよく吐き出せず、時間がかかる状態）が起こる。1：**気管支喘息**は、リンパ球を主体とした気道の炎症であり、気道の狭窄と気管支腺の過分泌状態を呈するため、肺機能障害（1秒率低下）をきたす疾患であることから、呼吸機能検査において閉塞性換気障害を示す。2：**胸水貯留**は、悪性腫瘍（肺がん、乳がんなど）、感染症（結核、肺炎など）、心不全などで起こり、胸部X線検査、CT検査、注射針穿刺などを用いる。3：**間質性肺炎**は、肺の間質（肺の空気が入る部分である肺胞を除いた部分で、主に肺を支える役割を担っている）を中心に炎症をきたし、肺活量や拡散能検査を用いる。4：**肺動脈血栓塞栓症**は、主に下肢などの静脈内で血液が凝固して生じた血栓が、肺動脈につまることで起こり、CT検査を用いる。"
455,臨床医学総論,87,第26回,問題48,3 臨床検査法,B. 生理学的検査,放射線被曝を伴う検査はどれか。,1. 筋電図検査,2. PET検査,3. MRI検査,4. サーモグラフィ,2,"2：PET検査とはポジトロン・エミッション・トモグラフィー（Positron Emission Tomography）の略で、陽電子放出核種を含む薬剤を静脈注射し、臓器に取り込まれた際に放出される陽電子（ポジトロン）を検出して画像に描出する検査である。その際に放射線を放出するため、被曝する。その他は放射線被曝を伴わない。"
456,臨床医学総論,88,第32回,問題43,3 臨床検査法,B. 生理学的検査,放射線被曝を伴わない検査はどれか。,1. PET検査,2. CT検査,3. MRI検査,4. シンチグラフィ検査,3,"1：PET検査、2：CT検査、4：シンチグラフィ検査はいずれも放射線被曝を伴う検査であり、MRI検査は磁気共鳴画像として抽出され、放射線被曝がないことが利点である。"
457,臨床医学総論,89,第28回,問題47,3 臨床検査法,B. 生理学的検査,排尿障害の検査で初めに行うのはどれか。,1. 神経伝達検査,2. 膀胱内視鏡検査,3. 腹部超音波検査,4. 腹部エックス線検査,3,"排尿障害は、排出障害と蓄尿障害に分けられるが、多くの患者は両者を合併している。その原因は、器質性の**下部尿路閉塞**と機能性の**排尿筋の障害**に分けられる。3：腹部超音波検査は水腎症や腎・膀胱などの結石、前立腺を含めた部分の腫瘍性病変の有無、前立腺肥大の有無、程度、排尿後の残尿の測定などがわかり有用性が高く、はじめに選択される検査と考えられる。"
458,臨床医学総論,90,第27回,問題53,4 治療法,A. 概要,ターミナルケアについて誤っているのはどれか。,1. 苦痛の緩和が主体である。,2. 病気の根治治療が目標である。,3. 多職種間での協力が重要である。,4. QOLの向上を目指す。,2,"ターミナルケアとは病気などで余命わずかとなり、人生の終末期を迎えた方に対する医療・ケアのこと。病気の治療ではなく症状による苦痛や不快感を取り除き、残りの人生を自分らしく過ごしてもらうことを目標としている。したがって、2：病気の根治治療が目標ではなく、誤りである。"
459,臨床医学総論,91,第33回,問題48,4 治療法,A. 概要,ターミナルケアについて最も適切なのはどれか。,1. 原疾患の根治を目標とする。,2. 苦痛緩和を最大限検討する。,3. 生活の質より延命を優先する。,4. 治療方針の決定は医師と患者の家族で行う。,2,"**問題458**を参照。"
460,臨床医学総論,92,第32回,問題40,4 治療法,B. 食事療法,2型糖尿病患者の食事療法において、1日あたりの適正なエネルギー摂取量の算出に必要なのはどれか。,1. 体温,2. 腹囲,3. 目標体重,4. 体表面積,3,"2型糖尿病（中年以降の肥満者に多い）は、遺伝的素因、栄養の過剰摂取、運動不足などの環境因子が加わって発症する。食事療法としては、**理想体重×25**（高度肥満では**20**）kcalとなる。"
461,臨床医学総論,93,第30回,問題45,4 治療法,E. 救急処置,一次救命処置で正しいのはどれか。,1. 救急薬品を使用する。,2. 胸骨圧迫を行う。,3. 人工呼吸器をつける。,4. 静脈ルートを確保する。,2,"一次救命処置（AHA-BLS）は、医療従事者に限らず、誰でも実施できる救命処置であり、**応援要請**や**通報**、医療用具を要さない**気道の確保**や**人工呼吸**、2：**胸骨圧迫**、自動体外式除細動器（**AED**）の使用を行う。1：救急薬品を使用する、3：人工呼吸器をつける、4：静脈ルートの確保は、医師、看護師、救急救命士などが行う二次救命処置（AHA-ACLS）となる。"
462,臨床医学総論,94,第32回,問題39,4 治療法,E. 救急処置,成人に対する一次救命処置において、1分間あたりの胸骨圧迫の回数で適切なのはどれか。,1. 40〜60回,2. 70〜90回,3. 100〜120回,4. 130〜150回,3,"成人の胸骨圧迫は、強く（**約5cm**）、速く（**100〜120回/分**）、絶え間なく（**中断を最小にする**）が原則となる。"
463,臨床医学総論,95,第29回,問題44,4 治療法,該当項目なし,季節性インフルエンザウイルス感染症の特徴で正しいのはどれか。,1. 膿性痰を認める。,2. 潜伏期は1週間前後である。,3. 感染経路は飛沫感染である。,4. ワクチンで感染を防ぐことができる。,3,"インフルエンザウイルスA、B、Cによる呼吸器を主とする感染症。感染症法**5類**に分類。冬季に流行しやすく、3：**飛沫**中のウイルスが目、鼻、口から侵入して、上下気道の上皮細胞で増殖し、**気道に炎症**を起こす。2：潜伏期間は**1〜2日**で、悪寒、発熱、頭痛、腰痛、倦怠感などの全身症状の後に、咳、喀痰、胸痛などの呼吸器症状が出現する。1：**膿性痰**は**細菌感染**によるものが多い。4：**ワクチン**による**予防**は重要であるが、感染を防ぐことはできない。"
464,臨床医学総論,96,第31回,問題48,4 治療法,該当項目なし,心身症に含まれる疾患はどれか。,1. うつ病,2. 統合失調症,3. パニック障害,4. 過敏性腸症候群,4,"心身症とは、ストレスなど心理的な要因により身体各部に症状が現れる疾患の総称であり、神経症やうつ病など、**精神障害**に伴う身体症状は除外すると定義されている。1：うつ病、2：統合失調症、3：パニック障害はいずれも精神障害となり、4：過敏性腸症候群が心身症に含まれる疾患となる。"
465,臨床医学総論,97,第33回,問題39,4 治療法,該当項目なし,睡眠障害について正しいのはどれか。,1. 入眠障害とは途中で何度も目が覚めることである。,2. 過眠症では夜間の睡眠時間が長くなる。,3. 肥満は睡眠時無呼吸症候群の原因になる。,4. むずむず脚症候群（レストレスレッグス症候群）は早朝覚醒が特徴的である。,3,"1は寝つきが悪い状態で、不安障害やうつ病に多い。途中で何度も目が覚めてしまうのは**途中覚醒**の状態である。2は**日中**に過度の眠気がみられる状態、3は睡眠時に気道が狭くなることにより起こり、危険因子として、**高齢**、**肥満**、**アルコール**、**薬の服用**、**慢性の鼻閉**などが挙げられる。4は下肢や腕を動かしたくなる抗いがたい衝動を特徴とする感覚運動疾患で、安静臥位で症状がより顕著となり、特に就寝前後で最も症状が激しくなるため、**入眠困難**、**夜間覚醒（頻回）**が起こる。"
466,臨床医学総論,98,第33回,問題40,4 治療法,該当項目なし,構成失行について正しいのはどれか。,1. 言語の復唱ができない。,2. 上着の袖に腕を通せない。,3. 触れた物の形がわからない。,4. 積み木で形を模倣することができない。,4,"失行とは、麻痺がないのにある目的をもった動作が困難になること。種類としては、動作の模倣ができない（**観念運動失行**）、物品が使用できない（**観念失行**）、服を着ることが困難（**着衣失行**）などである。構成失行は、**課題は理解できる**が、物を描く、組み立てる、模写するなどが困難な状態となる。1は**失語症**。2は着衣失行、3は**失認症**となるため、正解は4となる。"
