全体通し番号	教科	教科での番号	試験の回数	試験の番号	大項目	中項目	問題	選択肢1	選択肢2	選択肢3	選択肢4	答え	解説
1023	経絡経穴概論	49	第34回	問題117	4 正経十二経脈	E. 手の少陰心経	少海穴について最も適切なのはどれか。	1. 尺骨神経溝上にある。	2. 同経の兪穴までは12寸である。	3. 五行穴では金穴に属する。	4. 皮膚面に対しての直刺で、尺側手根屈筋に刺入できる。	2	【解説】少海は**手の少陰心経**で、上腕骨内上顆の前下様、肘横紋と同じ高さにある。同経の兪穴は**神門**で、手関節横紋上にある。少海からの距離は**12寸**である。五行穴では**水穴**に属する。少海の部位は、皮膚面に対して直刺で、尺側手根屈筋には刺入できない。
1024	経絡経穴概論	50	第29回	問題118	4 正経十二経脈	E. 手の少陰心経	尺側手根屈筋腱の橈側縁、手関節掌側横紋の上方1寸にある経穴はどれか。	1. 陰隙	2. 養老	3. 経渠	4. 通里	4	【解説】1：間使は長掌筋腱と橈側手根屈筋腱の間、手関節掌側横紋の上方3寸。2：養老は手関節背側横紋の上方1寸。3：経渠は橈骨下端の橈側、手関節掌側横紋の上方1寸。
1025	経絡経穴概論	51	第30回	問題117	4 正経十二経脈	E. 手の少陰心経	第4・第5中手骨の間にあるのはどれか。	1. 労宮	2. 少府	3. 腕骨	4. 落枕	2	【解説】1：労宮は、手掌、第2・第3中手骨の間。2：少府は、手掌、第4・第5中手骨の間。3：腕骨は、手関節後内側、第5中手骨底と三角骨の間。4：落枕は、手背、第2・第3中手骨骨間の間となる。
1026	経絡経穴概論	52	第30回	問題118	4 正経十二経脈	F. 手の太陽小腸経	経穴と取り方の指標の組合せで正しいのはどれか。	1. 顴髎 ── 外眼角を通る垂直線	2. 地倉 ── 瞳孔を通る垂直線	3. 四白 ── 耳垂下端を通る水平線	4. 下関 ── 頬骨弓中央の下際	1	【解説】1：顴髎は、**外眼角**を通る垂直線上。2：地倉は、**口角の外方4分**で鼻唇溝あるいは鼻唇溝の延長線上。3：四白は、**瞳孔**を通る垂直線上。4：下関は、**頬骨弓**中央の下際となる。
1027	経絡経穴概論	53	第29回	問題115	4 正経十二経脈	F. 手の太陽小腸経	経穴と解剖学的部位の組合せで正しいのはどれか。	1. 曲垣 ── 棘上窩	2. 天府 ── 鎖骨下窩	3. 欠盆 ── 小鎖骨上窩	4. 気舎 ── 大鎖骨上窩	1	【解説】1：曲垣は肩甲骨内角の上方陥凹部で**棘上窩**に取る。2：天府は上腕前外側、上腕二頭筋外側縁。3：欠盆は大鎖骨上窩、4：気舎は小鎖骨上窩に取る。
1028	経絡経穴概論	54	第34回	問題119	4 正経十二経脈	F. 手の太陽小腸経	顔面部、耳珠中央の前縁と下顎骨関節突起の間の陥凹部にあるのはどれか。	1. 耳門	2. 和髎	3. 聴会	4. 聴宮	4	【解説】取穴法で正しいのは**2：聴宮**は耳珠と下顎骨関節突起の間の陥凹部で、下顎骨関節突起の後方の陥凹部に取る。1：聴会は耳珠前上方で手の少陽三焦経に属する。2：聴会は耳珠前下方で足の少陽胆経に属する。3：耳門は耳珠の前上方で前庭窩に取る。4：聴宮は、耳珠中央の前縁と下顎骨関節突起の間の陥凹部にある。
1029	経絡経穴概論	55	第28回	問題109	4 正経十二経脈	F. 手の太陽小腸経	取穴法で正しいのはどれか。	1. 聴会は耳珠の前方で浅頭頂動脈の後方に取る。	2. 聴宮は耳珠と下顎骨関節突起の間の陥凹部に取る。	3. 耳門は耳珠の直前下方で、口を開くと深くくぼむところに取る。	4. 翳風は後頭骨の下方で、胸鎖乳突筋と僧帽筋の間の陥凹部に取る。	2	【解説】取穴法で正しいのは**2：「聴宮は耳珠と下顎骨関節突起の間の陥凹部に取る」**である。1：聴会は**耳珠前下方**で、下顎骨関節突起の後方の陥凹部に取る。3：耳門は**耳珠の前上方**で、前庭窩に取る。4：翳風は**耳垂の後方**で、乳突起下端の前方の陥凹部に取る。
1030	経絡経穴概論	56	第31回	問題118	4 正経十二経脈	G. 足の太陽膀胱経	同じ高さに並ぶ経穴はどれか。	1. 膏肓と心兪	2. 盲門と胃兪	3. 胞盲と脾兪	4. 秩辺と中膂兪	4	【解説】1：膏肓は、第4胸椎棘突起下縁の高さで、心兪は第5胸椎棘突起下縁の高さ。2：盲門は第1腰椎棘突起下縁の高さで、胃兪は第12胸椎棘突起下縁の高さ。3：胞盲と脾兪は、第2後仙骨孔と同じ高さ。4：秩辺は、第4後仙骨孔の高さで、中膂兪は、第3後仙骨孔の高さ。
1031	経絡経穴概論	57	第32回	問題117	4 正経十二経脈	H. 足の少陰腎経	膝関節横紋上で半腱様筋腱の外縁にあるのはどれか。	1. 膝関	2. 委陽	3. 陰谷	4. 曲泉	3	【解説】1：膝関は**肝経**で、脛骨内側髁の下方、陰陵泉の後方1寸にある。2：委陽は**膀胱経**で、大腿二頭筋腱の内縁にある。3：陰谷は**腎経**で、半腱様筋腱の**外縁**にある。4：曲泉は**肝経**で、半腱・半膜様筋腱内側の前縁凹陷部にある。
1032	経絡経穴概論	58	第31回	問題113	4 正経十二経脈	H. 足の少陰腎経	腹部において、腎経、胃経ともに同じ高さに経穴がないのはどれか。	1. 脾中央の上方7寸	2. 脾中央の上方3寸	3. 脾中央の上方1寸	4. 脾中央の下方4寸	1	【解説】取穴法の問題。取穴法で正しいのは、3：「**水泉は、太渓の下1寸、踵骨隆起前方の陥凹部**」である。その他の選択肢の正しい取穴法は、1：大衝は第1・第2中足骨底間、外側前方の陥凹部、足背動脈拍動部。2：太衝は第1・第2中足骨骨間、中足骨底接合部前方。4：申脈は外踝尖の直下、外踝下縁と踵骨の間の陥凹部である。
1033	経絡経穴概論	59	第26回	問題109	4 正経十二経脈	H. 足の少陰腎経	取穴法で正しいのはどれか。	1. 丘墟は、長指伸筋腱内側の陥凹部、外踝尖の前下方にある。	2. 太衝は、第1・第2中足骨底接合部前方の陥凹部にある。	3. 水泉は、太渓の下1寸、踵骨隆起前方の陥凹部にある。	4. 申脈は、外踝尖の直下、外踝下縁と踵骨の間の陥凹部にある。	3	【解説】取穴法の問題。取穴法で正しいのは、3：「**水泉は、太渓の下1寸、踵骨隆起前方の陥凹部**」である。その他の選択肢の正しい取穴法は、1：丘墟は長指伸筋腱**外側**の陥凹部。2：太衝は第1・第2中足骨**底**接合部前方。4：申脈は外踝尖の直下、外踝下縁と踵骨の間の陥凹部である。
1034	経絡経穴概論	60	第34回	問題118	4 正経十二経脈	I. 手の厥陰心包経	上腕二頭筋の長頭と短頭の間、股溝横紋前溝の下方2寸にあるのはどれか。	1. 天泉	2. 天府	3. 青霊	4. 臂臑	1	【解説】1：天泉は**心包経**で、上腕二頭筋長頭と短頭の間、腋窩横紋前溝の下方2寸にある。2：天府（**肺経**）は上腕二頭筋外側縁、腋窩横紋前端の下方3寸にある。3：青霊（**心経**）は上腕二頭筋内側縁、肘両横紋の上の下方3寸にある。4：臂臑（**大腸経**）は三角筋前縁、曲池の上の上方7寸にある。
1035	経絡経穴概論	61	第32回	問題118	4 正経十二経脈	I. 手の厥陰心包経	上腕二頭筋長頭と短頭の間、腋窩横紋前端の下方2寸にあるのはどれか。	1. 天府	2. 臂臑	3. 天泉	4. 消濼	3	【解説】1：天府（**肺経**）は、上腕前外側、上腕二頭筋外側縁、腋窩横紋前端の下方3寸にある。2：臂臑（**大腸経**）は、上腕外側、三角筋前縁、曲池の上方7寸にある。3：天泉（**心包経**）は、上腕前部、上腕二頭筋長頭と短頭の間、腋窩横紋前端の下方2寸にある。4：消濼（**三焦経**）は、上腕後外側、清冷淵と臑会を結ぶ線上、肘頭の上方5寸にある。
1036	経絡経穴概論	62	第32回	問題112	4 正経十二経脈	J. 手の少陽三焦経	経穴の部位で正しいのはどれか。	1. 天衝は、耳介の付け根の後縁の直上、髪際の上方1寸5分にある。	2. 天牖は、下顎角と同じ高さ、胸鎖乳突筋の後方ににある。	3. 天容は、胸鎖乳突筋の後縁、甲状軟骨上縁と同じ高さにある。	4. 天黒は、輪状軟骨と同じ高さ、胸鎖乳突筋の前縁にある。	2	【解説】1：天衝（**胆経**）は、耳介の付け根の後縁の直上、髪際の上方**2寸**にある。2：天牖（**三焦経**）は、下顎角と同じ高さ、胸鎖乳突筋の後方にある。3：天容（**小腸経**）は、下顎角の後方、胸鎖乳突筋の前縁にある。4：天黒は**水突（胃経）**である。
1037	経絡経穴概論	63	第31回	問題116	4 正経十二経脈	J. 手の少陽三焦経	経穴の部位で正しいのはどれか。	1. 青霊は、上腕二頭筋長頭と短頭の間、肘窩横紋の上方2寸にある。	2. 消濼は、肘頭と肩峰角を結ぶ線上、肘頭の上方5寸にある。	3. 俠白は、上腕二頭筋外側縁、股溝横紋前端の下方5寸にある。	4. 手五里は、肘和横紋外端の上方7寸にある。	2	【解説】1：青霊は**上腕二頭筋内側縁**、肘窩横紋の上方3寸にある。2：消濼は肘頭と肩峰角を結ぶ線上、肘頭の上方5寸にある。3：俠白は上腕二頭筋外側縁、腋窩横紋前端の下方4寸にある。4：手五里は、曲池と肩髃を結ぶ線上、肘窩横紋の上方3寸にある。
1038	経絡経穴概論	64	第33回	問題119	4 正経十二経脈	K. 足の少陽胆経	頭部、耳介の付け根の後縁の直上、髪際の上方2寸にあるのはどれか。	1. 角孫	2. 浮白	3. 天衝	4. 曲鬢	3	【解説】頭部、耳介の付け根の後縁の直上、髪際の上方2寸にあるのは**天衝**である。角孫は、耳尖のあたる上方の髪際。浮白は、耳乳突起の後上方、天衝と完骨を結ぶ曲線上。曲鬢は、もみあげ後縁の垂直線と耳尖の水平線の交点にある。
1039	経絡経穴概論	65	第32回	問題111	4 正経十二経脈	L. 足の厥陰肝経	膝蓋骨尖と内踝尖を結ぶ線を3等分し、内踝尖から3分の1にあるのはどれか。	1. 肝経の絡穴	2. 腎経の絡穴	3. 脾経の郄穴	4. 陰蹺脈の部穴	1	【解説】膝蓋骨尖と内踝尖を結ぶ線を3等分し、内踝尖から3分の1（5寸）にあるのは**蠡溝**である。1：肝経の絡穴は、**蠡溝**。2：腎経の絡穴は、大鍾。3：脾経の部穴は、**地機**。4：陰蹺脈の部穴は、交信（腎経）である。
1040	経絡経穴概論	66	第30回	問題114	4 正経十二経脈	L. 足の厥陰肝経	経穴の部位で正しいのはどれか。	1. 伏兎は、大腿前外側、大腿直筋腱の外側で膝蓋骨底の上方3寸にある。	2. 承扶は、大腿後面、大腿二頭筋と半腱様筋の間、股溝の下方6寸にある。	3. 風市は、大腿部外側、腸脛腱の後方で、膝蓋骨底の上方7寸にある。	4. 陰包は、大腿部内側、薄筋と縫工筋の間、膝蓋骨底の上方4寸にある。	4	【解説】1：伏兎は、膝蓋骨底の上方**6寸**にある。2：承扶は、股溝の中点にある。3：風市は、直立して上肢を垂下したとき、大腿外側に**中指尖があたるところ**にある。4：陰包は、膝蓋骨底の上方**4寸**にある。
1041	経絡経穴概論	67	第29回	問題122	4 正経十二経脈	L. 足の厥陰肝経	経穴の部位で正しいのはどれか。	1. 秩辺は、第2後仙骨孔と同じ高さ、正中仙骨稜の外方3寸にある。	2. 三陽絡は、橈骨と尺骨の骨間の中点、肘頭の下方5寸にある。	3. 蠡溝は、脛骨内側面の中央、内踝尖の上方5寸にある。	4. 本神は、前髪際から入ること5分、瞳孔線上にある。	3	【解説】1：秩辺は第**4**後仙骨孔と同じ高さ、2：三陽絡は手関節背側横紋の上方**4**寸、4：本神は前髪際から入ること5分で前正中線の外方**3**寸で瞳孔線上は「神庭」となる。
1042	経絡経穴概論	68	第33回	問題118	5 経穴の応用	A. 要穴	足の少陰経の金穴と同じ高さに並ぶのはどれか。	1. 交信	2. 陽輔	3. 豊隆	4. 中都	1	【解説】足の少陰経（腎経）の金穴は**復溜**である。復溜は、アキレス腱の前縁、内踝尖の上方2寸。同じ高さに並ぶのは、**交信**（腎経）となる。陽輔は、外踝尖の上方4寸。豊隆は、外踝尖の上方8寸。中部は内踝尖の上方7寸である。
1043	経絡経穴概論	69	第32回	問題120	5 経穴の応用	A. 要穴	足陽明経の経火穴と足太陰経の経金穴の間にあるのはどれか。	1. 衝陽	2. 太衝	3. 中封	4. 丘墟	3	【解説】足陽明経（胃経）の経火穴は**解渓**で、足関節前面中央の陥凹部。足太陰経（脾経）の経金穴は**商丘**で、内踝の前下方、舟状骨粗面と内踝尖の中央陥凹部にある。その間にあるのは、前脛骨筋腱内側の陥凹部にある**中封**（肝経）である。1：衝陽は、第2中足骨底と中間楔状骨の間。2：太衝は、第1・第2中足骨底結合部前方。4：丘墟は、長指伸筋腱外側の陥凹部、外踝尖の前下方にある。
1044	経絡経穴概論	70	第32回	問題121	5 経穴の応用	A. 要穴	足少陰経の経火穴の部位はどれか。	1. 下腿外側、腓骨の前方、外踝尖の上方4寸	2. 下腿前面、膝蓋腱外方の陥凹部の下方9寸	3. 下腿内側、脛骨内縁の後方の陥凹部、内踝尖の上方2寸	4. 下腿後外側、外踝尖とアキレス腱の間の陥凹部から上方3寸	1	【解説】足少陰経（腎経）の経火穴は**然谷**である。1：下腿外側、腓骨の前方、外踝尖の上方4寸は陽輔（胆経の経火穴）。2：下腿前面、膝蓋腱外方の陥凹部の下方9寸は条口。3：下腿内側、脛骨内縁の後方の陥凹部、内踝尖の上方2寸は**復溜**（腎経の経金穴）。4：下腿後外側、外踝尖とアキレス腱の間の陥凹部から上方3寸は、**附陽**（陽蹺脈の郄穴）である。
1045	経絡経穴概論	71	第31回	問題122	5 経穴の応用	A. 要穴	足の太陰経にある経金穴の部位はどれか。	1. 足関節後内側、内踝尖とアキレス腱の間の陥凹部	2. 足内側、内踝の前下方、舟状骨粗面と内踝尖の中央陥凹部	3. 足関節前外側、長指伸筋腱外側の陥凹部、外踝尖の前下方	4. 足関節前面中央の陥凹部、長母指伸筋腱と長指伸筋腱の間	2	【解説】足の太陰経（脾経）の経金穴は**商丘**である。1：足関節後内側、内踝尖とアキレス腱の間の陥凹部は太渓。2：足内側、内踝の前下方、舟状骨粗面と内踝尖の中央陥凹部は**商丘**。3：足関節前外側、長指伸筋腱外側の陥凹部、外踝尖の前下方丘墟。4：足関節前面中央の陥凹部、長母指伸筋腱と長指伸筋腱の間は解渓である。
1046	経絡経穴概論	72	第34回	問題120	5 経穴の応用	A. 要穴	五兪穴で、のぼせと失熱に用いる経穴の部位はどれか。	1. 内踝尖とアキレス腱の間の陥凹部	2. 膝後内側、半腱様筋腱の外縁、膝関節横紋上	3. アキレス腱の前縁、内踝尖の上方2寸	4. 足内側、舟状骨粗面の下方、赤白肉際	2	【解説】五兪穴で、「のぼせと失熱」に用いるのは**合水穴**である。1の太渓は兪土穴で原穴。2の**陰谷**は合水穴。3の復溜は経金穴。4の然谷は滎火穴である。「逆気して泄する」をつかさどる合水穴となる。
1047	経絡経穴概論	73	第34回	問題121	5 経穴の応用	A. 要穴	原気が集まるとされ、体が重だるく関節が痛むときに用いる経穴の部位はどれか。	1. 手背、第2中手指節関節脳側の近位陥凹部	2. 足背、第2中足骨底と中間楔状骨の間、足背動脈脈動部	3. 手関節前内側、尺側手根屈筋腱の橈側縁、手関節掌側横紋上	4. 足背、第4・第5中足骨底接合部の遠位、第5指の長伸筋腱外側の陥凹部	3	【解説】原気が集まるとされる五兪穴（体重節痛に用いる）は**兪土穴**（原穴）である。1の三間は兪木穴。2の衝陽は原穴。3の**神門**は兪土穴で原穴。4の足臨泣は兪木穴。よって正解は両方を満たす**神門**である。
1048	経絡経穴概論	74	第33回	問題120	5 経穴の応用	A. 要穴	足の太陽経の五兪穴で、身体が重く関節が痛む際に用いる経穴の部位はどれか。	1. 足の第1指、第1中足指節関節内側の遠位陥凹部、赤白肉際	2. 足内側、第1中足骨粗面下方の陥凹部、赤白肉際	3. 足内側、内踝の前下方、舟状骨粗面と内踝尖の中央陥凹部	4. 足関節前内側、前脛骨筋腱内側の陥凹部、内踝の前下方	2	【解説】足の太陽経（脾経）で、身体が重く関節が痛む時に用いるのは**兪土穴**である（**太白**）。1は太白でなく大都。2は**太白**で兪土穴。3は商丘で経金穴。4は中封で経金穴である。
1049	経絡経穴概論	75	第25回	問題110	5 経穴の応用	A. 要穴	体重節痛の際に用いる経穴部位で正しいのはどれか。	1. 第4・第5中足骨底接合部の遠位、第5指の長指伸筋腱外側の陥凹部	2. 内踝下方、踵骨上方、アキレス腱附着部前方の陥凹部	3. 足外側、第5中足骨粗面の遠位、赤白肉際	4. 足関節前内側、前脛骨筋腱内側の陥凹部、内踝の前下方	1	【解説】体重節痛の際に用いる経穴は、**兪穴**である。選択肢のうち兪穴に当たるのは、1：「第4・第5中足骨底接合部の遠位、第5指の長指伸筋腱外側の陥凹部」の**足臨泣**である。2は大鐘で絡穴、3は京骨で原穴、4は中封で経穴である。
1050	経絡経穴概論	76	第32回	問題109	5 経穴の応用	A. 要穴	五兪穴について正しいのはどれか。	1. 足の少陰経の井水穴は爪甲の際ににある。	2. 足の陽明経の滎水穴は経脈の末端から2番目にある。	3. 手の太陽経の兪木穴は原穴と一致する。	4. 手の陰経の経金穴は手関節横紋上にある。	2	【解説】1：足の少陰経（腎経）の井木穴（涌泉）は**足底**にある。2：足の陽明経（胃経）の滎水穴（内庭）は経脈の末端（厲兌）から2番目にある。3：手の太陽経（小腸経）の兪木穴は**後渓**。原穴は**腕骨**である。4：手の陰経の経金穴（太淵、経渠、霊道）は手関節横紋の上方にある。
1051	経絡経穴概論	77	第30回	問題121	5 経穴の応用	A. 要穴	五兪穴で咳嗽と発熱に用いるのはどれか。	1. 陰谷	2. 復溜	3. 太渓	4. 然谷	2	【解説】五兪穴で喘咳寒熱に用いるのは**経穴**となる。1：陰谷は合穴で逆気而泄に用いる。2：**復溜**は経穴で咳嗽寒熱に用いる。3：太渓は兪穴で体重節痛に用いる。4：然谷は滎穴で身熱に用いる。
1052	経絡経穴概論	78	第29回	問題123	5 経穴の応用	A. 要穴	経金穴の部位はどれか。	1. 長掌筋腱と橈側手根屈筋腱の間、手関節掌側横紋の上方3寸	2. 長母指外転筋腱と短母指伸筋腱の間、手関節掌側横紋の上方1寸5分	3. 橈骨と尺骨の骨間の両点、手関節背側横紋の上方3寸	4. 尺骨内側と尺側手根屈筋腱の間、手関節掌側横紋の上方5分	1	【解説】経金穴は**間使**、**間使**、**商丘**、**経渠**、**復溜**、3は「支溝」、4は「通里」、正解は1の**間使**（心包経の経金穴）である。
1053	経絡経穴概論	79	第31回	問題123	5 経穴の応用	A. 要穴	五要穴について正しいのはどれか。	1. 同じ高さで並ぶ原穴がある。	2. 手関節横紋上には6つの原穴がある。	3. 前腕の外側と内側で対応する絡穴がある。	4. 募穴のうち4穴は自経上にある。	1	【解説】五要穴（原穴、部穴、絡穴、募穴、兪穴）1：同じ高さで並ぶ原穴は**太淵**と**神門**（手関節横紋の上方1寸にある）。2：手関節横紋上には4つの原穴（太淵、神門、大陵、陽池）がある。3：前腕には外側と内側で対応する絡穴（外関、内関）がある。4：募穴のうち3穴（関門、中脘、日月）は自経上にある。
1054	経絡経穴概論	80	第34回	問題109	5 経穴の応用	A. 要穴	募穴について最も適切なのはどれか。	1. 背部募穴と表裏関係にある。	2. 腹部の気が注ぐところである。	3. 臓と脾では主に臓の治療に有効である。	4. 腸穴と同名の経脈上にある。	1	【解説】募穴は**気**が多く集まるところで、**胸腹部**に存在する。背部兪穴と陰陽表裏関係にあり、臓腑の診断・治療を行う経穴である。募穴の診断・治療を行う経穴である。
1055	経絡経穴概論	81	第33回	問題121	5 経穴の応用	A. 要穴	原穴が足関節部位にある経脈はどれか。	1. 少陽経	2. 厥陰経	3. 太陰経	4. 太陽経	1	【解説】足にある少陽経（胆経）の原穴は**丘墟**。厥陰経（肝経）は太衝。太陰経（脾経）は太白。太陽経（膀胱経）は京骨である。足関節部位にあるのは、足関節前外側にある**丘墟**である。
1056	経絡経穴概論	82	第27回	問題110	5 経穴の応用	A. 要穴	五要穴で急性症状に用いるのに適した経穴の部位はどれか。	1. 大腿前外側、外側広筋と大腿直筋腱外縁の間、膝蓋骨底の上方2寸	2. 下腿外側、腓骨の前方、外踝尖の上方5寸	3. 下腿前外側、膝蓋骨底と外踝尖を結ぶ線の中点、条口の外方1寸	4. 足背、第2中足骨底部と中間楔状骨の間、足背動脈脈動部	1	【解説】五要穴で急性症状に用いるのは**郄穴**である。選択肢のうち郄穴に当たるのは、1：「大腿前外側、外側広筋と大腿直筋腱外縁の間、膝蓋骨底の上方2寸」の**梁丘**（胃経の郄穴）である。2は光明で絡穴、3は豊隆で絡穴、4は衝陽で原穴の部位。
1057	経絡経穴概論	83	第28回	問題111	5 経穴の応用	A. 要穴	五要穴で急性症状に用いる経穴の部位はどれか。	1. 前脛骨筋の外縁、外踝尖の上方8寸	2. 内踝尖とアキレス腱の間の陥凹部	3. 腓骨の前方、外踝尖の上方7寸	4. 側胸部、第6肋間、中胸肋線上	1	【解説】要穴の定義。五要穴（原穴、部穴、絡穴、募穴、兪穴）のうち、慢性病に用いるのは**絡穴**である。選択肢のうち絡穴は、1：「前脛骨筋の外縁、外踝尖の上方8寸」の**豊隆**である。2は太渓で原穴の部位、3は外丘で郄穴の部位、4は大包で脾の大絡の絡穴となる。
1058	経絡経穴概論	84	第32回	問題116	5 経穴の応用	A. 要穴	絡穴が部穴より末梢にある経脈はどれか。	1. 手の太陽経	2. 手の少陰経	3. 足の太陽経	4. 足の太陰経	4	【解説】1：手の太陽経の絡穴は**支正**（7寸）、部穴は養老（1寸）。2：手の少陰経の絡穴は**通里**（1寸）、部穴は陰隙（0.5寸）。3：足の太陽経の絡穴は**飛揚**（7寸）、部穴は金門（外踝下）。4：足の太陰経の絡穴は**公孫**、部穴は地機（膝下5寸）。絡穴が部穴より末梢にあるのは**足の太陰経**である。
1059	経絡経穴概論	85	第32回	問題124	5 経穴の応用	A. 要穴	手関節横紋から最も遠いのはどれか。	1. 肺経の部穴	2. 大腸経の絡穴	3. 心包経の経金穴	4. 三焦経の経火穴	1	【解説】1：肺経の部穴（**孔最**）は、手関節掌側横紋の上方7寸にある。2：大腸経の絡穴（**偏歴**）は、手関節背側横紋の上方3寸にある。3：心包経の経火穴（**間使**）は、手関節掌側横紋の上方3寸にある。4：三焦経の経火穴（**支溝**）は、手関節背側横紋の上方3寸にある。最も遠いのは**孔最**である。
1060	経絡経穴概論	86	第34回	問題122	5 経穴の応用	A. 要穴	部穴の部位はどれか。	1. 前腕背面、尺骨の橈側縁、手関節背側横紋の上方3寸	2. 肘後内側、肘頭と上腕骨内側上顆の間の陥凹部	3. 足内側、内踝の前下方、舟状骨粗面と内踝尖の中央陥凹部	4. 足外側、第5中足骨粗面の遠位、赤白肉際	1	【解説】1の経穴は**会宗**で部穴、2の経穴は小海で合穴、3の経穴は商丘で経金穴、4の経穴は京骨で原穴である。
1061	経絡経穴概論	87	第29回	問題114	5 経穴の応用	A. 要穴	部穴にある部穴の部位はどれか。	1. 膝蓋骨底外端の上方2寸	2. 膝蓋骨外下縁と解渓を結ぶ線上、膝蓋骨外下縁の下方3寸	3. 脛骨内側縁、膝関節内側横紋の下方5寸	4. 下腿後外側、腓骨頭と外踝尖を結ぶ線上、外踝尖の上方7寸	4	【解説】1：梁丘は**胃経の郄穴**で膝蓋骨底外端の上方2寸。2：上巨虚は**大腸の下合穴**。3：地機は**脾経の郄穴**で陰陵泉の下方3寸。4：外丘は**胆経の郄穴**で外踝尖の上方7寸である。
1062	経絡経穴概論	88	第25回	問題111	5 経穴の応用	A. 要穴	下肢にある部穴の部位はどれか。	1. 膝蓋骨外下縁と解渓を結ぶ線上、膝蓋骨外下縁の下方2寸	2. 脛骨内側面の中央、内踝尖の上方5寸	3. 脛骨内側縁の後方、内踝尖の上方2寸	4. 外踝尖の直下、外踝下縁と踵骨の間の陥凹部	3	【解説】1：陰谷は合水穴で胃の経穴で、部穴ではない。2：交信は**陰蹺脈の部穴**である。3：交信（**陰蹺脈の部穴**）。4：申脈は八脈交会穴（陽蹺脈）である。
1063	経絡経穴概論	89	第33回	問題108	5 経穴の応用	A. 要穴	部穴でないのはどれか。	1. 陽谷	2. 陰陽	3. 交信	4. 築賓	1	【解説】1：陽谷は**小腸経**の経火穴で、部穴ではない。2：陰陽（陽維脈の部穴）、3：交信（陰蹺脈の部穴）、4：築賓（陰維脈の部穴）である。
1064	経絡経穴概論	90	第28回	問題112	5 経穴の応用	A. 要穴	陽維脈の部穴の部位はどれか。	1. 下腿外側、腓骨の前方、外踝尖の上方4寸	2. 下腿前外側、腓骨頭の前下方凹陥部	3. 下腿後外側、腓骨頭と外踝尖を結ぶ線上、外踝尖の上方7寸	4. 下腿後外側、腓骨頭と外踝尖を結ぶ線上、外踝尖の上方7寸	4	【解説】陽維脈の部穴は**陽交**である。1：陽輔（胆経の経火穴）、2：陽陵泉（胆経の合土穴）、3：外丘（胆経の郄穴）、4：陽交（**陽維脈の部穴**）で外踝尖の上方7寸にある。
1065	経絡経穴概論	91	第34回	問題123	5 経穴の応用	A. 要穴	絡穴の部位はどれか。	1. 膝蓋骨外下縁と解渓を結ぶ線上、膝蓋骨外下縁の下方4寸	2. 下腿前外側、前脛骨筋の外縁、外踝尖の上方8寸	3. 下腿後内側、脛骨内縁の後際、陰陵泉の下方3寸	4. 下腿後外側、腓骨頭と外踝尖を結ぶ線上、外踝尖の上方7寸	4	【解説】1の経穴は条口で絡穴でない。2の経穴は**豊隆**で絡穴。3の経穴は地機で部穴。4の経穴は外丘で部穴である。
1066	経絡経穴概論	92	第29回	問題111	5 経穴の応用	A. 要穴	下肢にある部穴の部位はどれか。	1. 脛骨内側面の中央、内踝尖の上方5寸	2. 脛骨内側縁の直後、内踝尖の上方7寸	3. 腓骨の前方、外踝尖の上方7寸	4. 大腿二頭筋腱の内縁、膝関節横紋上	1	【解説】下肢にある部穴の問題。1：**蠡溝**は**肝経の絡穴**（内踝尖の上方5寸）。2：中部は**肝経の経金穴**（内踝尖の上方7寸）。3：外丘は**胆経の郄穴**（外踝尖の上方7寸）。4：委陽は**三焦の下合穴**である。
1067	経絡経穴概論	93	第33回	問題114	5 経穴の応用	B. 組合せ穴	八会穴の腑会と同じ高さに並ぶのはどれか。	1. 承満	2. 梁門	3. 太乙	4. 滑肉門	2	【解説】八会穴の腑会は**中脘**で臍の上方4寸にある。中脘と同じ高さにあるのは**梁門**となる。
1068	経絡経穴概論	94	第28回	問題104	5 経穴の応用	B. 組合せ穴	八会穴の気会と同じ高さにある経穴はどれか。	1. 梁門	2. 大包	3. 食竇	4. 神封	4	【解説】八会穴の気会は**膻中**。第4肋間の高さになる。したがって神封となる。梁門は胃経で臍の上4寸の高さ、大包は脾経で第6肋間の高さ、食竇は脾経で第5肋間の高さとなる。
1069	経絡経穴概論	95	第26回	問題106	5 経穴の応用	A. 要穴	八会穴の脈会の部位はどれか。	1. 前正中線上、胸骨体下端の下方1寸	2. 前正中線上、第4肋間と同じ高さ	3. 前正中線上、臍中央の上方4寸	4. 前正中線上、臍中央の上方6寸	3	【解説】要穴の問題。八会穴のうち脈会は、**中脘**である。選択肢のうち中脘は、3：「前正中線上、臍中央の上方4寸」である。その他の選択肢は、1：「胸骨体下端の下方1寸」は**鳩尾**で、任脈の絡穴に当たる。2：「前正中線上、第4肋間と同じ高さ」は**膻中**で、八会穴の気会、心包の募穴に当たる。4：「臍中央の上方6寸」は**巨闕**で、心の募穴である。
