全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
1349,はり理論,46,第30回,問題167,5 リスク管理,C. 感染防止対策,鍼施術に関する衛生管理で正しいのはどれか。,1. 小児鍼は洗浄して使用する。,2. 手指の消毒にはベースン法を用いる。,3. 滅菌済単回使用毫鍼を開封後にスワブ法で清拭する。,4. 施術野の消毒には70%イソプロピルアルコールを用いる。,4,"解説：4：施術野の消毒には70%（50〜70%）のイソプロピルアルコール（イソプロパノール）を用いる。1：小児鍼は洗浄後に**滅菌**してから使用する。2：手指の消毒には**擦式法（ラビング法）**を用いる。3：滅菌済単回使用毫鍼は**エチレンオキサイドガス**（酸化エチレンガス）により滅菌されているため開封後はそのまま使用する。"
1350,はり理論,47,第25回,問題147,5 リスク管理,C. 感染防止対策,医療現場における肝炎・エイズの感染について正しいのはどれか。,1. A型肝炎は血液を介して感染する。,2. エイズは食事で感染する。,3. 注射針の誤刺による感染が最も多い。,4. 1回誤刺に対する感染成立の確率はC型肝炎が最も高い。,3,"解説：医療現場における肝炎ウイルス・HIVの感染は、3：**注射針の誤刺**による感染が最も多い。1：A型肝炎は、A型肝炎ウイルスが**経口感染**したことにより発症する。2：エイズは、HIVが**体液**（血液、精液など）を介して感染し、免疫機能が低下した結果、特定の合併症がみられた場合に診断される。唾液、汗などは感染源とはならない。食事で感染することもない。4：1回誤刺に対する感染成立の確率は、**B型肝炎ウイルス**が最も高く、次いでC型肝炎ウイルス、HIVの順となる。"
1351,はり理論,48,第29回,問題167,5 リスク管理,C. 感染防止対策,衛生的な鍼施術を行う場合、感染症対策として最も適切なのはどれか。,1. 逆性石けんを用いた手指洗浄,2. エアータオルによる乾燥,3. クリーン・ニードル・テクニック,4. 抜鍼後消毒綿花の一般廃棄物処理,3,"解説：1：逆性石けんは、殺菌剤であり細菌には効果があるが、ウイルスや一部の細菌には効果がなく、また洗浄力もほとんどない。2：エアータオルは、空気中浮遊落下細菌を手指に吹きつける可能性がある。3：**クリーン・ニードル・テクニック**（米国）は最も衛生的な刺鍼法とされており、施術者の手指消毒、鍼を置く衛生的な場所の確保、1本の鍼で1回の刺鍼施術、鍼体に触らない、鍼を捨てる特別な専用容器や脱脂綿を捨てる専用袋の使用を要件とする。4：抜鍼後の消毒綿花の処理は問題13を参照。"
1352,はり理論,49,第32回,問題166,5 リスク管理,C. 感染防止対策,鍼施術を行う場合、感染症対策として適切でないのはどれか。,1. 手洗い後の手指の乾燥にはペーパータオルを使用する。,2. 鍼皿など鍼に直接接触するものはディスポーザブルのものを使用する。,3. 施術野の消毒には70%イソプロピルアルコールを使用する。,4. 抜鍼時に使用した消毒綿花は一般廃棄物として処理する。,4,"解説：1：手洗い後の手指の乾燥には、ペーパータオルなど単回使用のものの使用が推奨される。2：鍼皿など鍼に直接接触するものは、滅菌済みディスポーザブルのものの使用が推奨される。3：イソプロピルアルコール（イソプロパノール）は芽胞を除くほぼ全ての微生物に有効である。エチルアルコールとともに消毒薬として使用され、施術野の清拭に適する。4：抜鍼後の消毒綿花は、患者の血液・体液が付着していると考えられるので、感染性廃棄物として処理するべきである。よって、適切でないのは4である。"
1353,はり理論,50,第34回,問題165,5 リスク管理,C. 感染防止対策,アレルギーによりアルコール系消毒薬が使用できない患者に対して、施術部位の消毒に適しているのはどれか。,1. イソプロパノール,2. クロルヘキシジングルコン酸塩,3. 次亜塩素酸ナトリウム,4. ホルムアルデヒド,2,"解説：通常、施術野の消毒は消毒用エタノール（76.9〜81.4vol%）または70vol%イソプロピルアルコールを使用する。2：アレルギーなどの問題でこれらの消毒薬が使用できない場合は、低水準消毒薬（**クロルヘキシジングルコン酸塩**、ベンザルコニウム塩化物など）を使用する。"
1354,はり理論,51,第31回,問題164,5 リスク管理,C. 感染防止対策,クリーン・ニードル・テクニックの説明として最も適切なのはどれか。,1. 手指を逆性石けんで入念に洗浄する。,2. 刺鍼局所をアルコール綿で清拭消毒する。,3. 鍼体に直接触れずに一連の刺鍼操作を行う。,4. 使用後のアルコール綿を感染性廃棄物として取り扱う。,3,"解説：米国で一般化されたクリーン・ニードル・テクニックでは、施術者が鍼体に触れることは禁じられている。毫鍼刺入における感染対策として、施術者の手指消毒、鍼を置く清浄な場所の確保、1本の鍼で1回の刺鍼施術、鍼体に触らない、鍼を捨てる特別な専用容器、脱脂綿を捨てる専用袋の使用などが挙げられている。"
1355,はり理論,52,第27回,問題144,5 リスク管理,C. 感染防止対策,単回使用毫鍼の滅菌に用いられるのはどれか。,1. EOG,2. 塩化ベンザルコニウム,3. ポビドンヨード,4. イソプロピルアルコール,1,"解説：単回使用毫鍼の滅菌に用いるのは、1：**EOG**（エチレンオキサイドガス）である。それ以外は皮膚などの消毒に用いる。"
1356,はり理論,53,第28回,問題145,5 リスク管理,C. 感染防止対策,毫鍼の製造工程で滅菌に用いるのはどれか。,1. グルコン酸クロルヘキシジン,2. 塩化ベンザルコニウム,3. 酸化エチレンガス,4. ポビドンヨード,3,"解説：毫鍼の製造工程で滅菌に用いるのは3：**酸化エチレンガス**（エチレンオキサイドガス）である。それ以外は皮膚などの消毒に用いる。"
1357,はり理論,54,第29回,問題161,5 リスク管理,C. 感染防止対策,我が国で製造されている単回使用毫鍼について誤っているのはどれか。,1. ホルマリンガスで滅菌されている。,2. 無菌性が保証されている。,3. 管理医療機器に分類される。,4. 製造販売者の表示が義務付けられている。,1,"解説：単回使用毫鍼の滅菌には**エチレンオキサイドガス**（酸化エチレンガス）が用いられており、これにより無菌性が保証されている。また、単回使用毫鍼は**管理医療機器**（クラスⅡ）に分類されている。医療機器は法律（医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律63条第1項）により定められた事項が記載（表示）されていなければならず、その一つに製造販売業者の氏名又は名称及び住所がある。"
1358,はり理論,55,第32回,問題161,5 リスク管理,C. 感染防止対策,滅菌済単回使用毫鍼の医療機器クラス分類はどれか。,1. クラスⅠ（一般医療機器）,2. クラスⅡ（管理医療機器）,3. クラスⅢ（高度管理医療機器）,4. クラスⅣ（高度管理医療機器）,2,"解説：単回使用毫鍼は**管理医療機器**で**クラスⅡ**に分類される。クラスⅡには鍼電極低周波治療器、オートクレーブなども含まれる。再使用可能な毫鍼は一般医療機器でクラスⅠである。"ｖ


